GeneName	SAMN15636466	SAMN15636467	SAMN15636468	SAMN15636469	SAMN15636470	SAMN15636471
AP4E1	622	853	779	575	904	853
AP4M1	1171	740	699	960	914	716
AP4S1	45	49	54	50	71	25
AP5M1	1742	1225	959	1401	948	1833
AP5Z1	1112	1070	927	1347	1026	1707
APAF1	249	293	296	402	455	255
APBA1	220	335	393	327	442	265
APBA2	228	317	270	220	284	388
APBA3	805	806	647	989	690	1094
APBB1	2289	1762	1649	2185	1696	2581
APBB1IP	92	196	157	509	406	111
APBB2	575	865	1035	872	1308	934
APBB3	1	7	3	4	36	8
APC	682	1157	1215	1099	1214	1441
APC2	11	22	18	8	144	27
APCDD1	681	1343	707	1381	1296	1619
APCDD1L	214	227	191	250	471	261
APEH	1098	1045	738	1313	864	1561
APELA	76	64	36	75	61	136
APEX1	180	127	132	230	153	202
APH1A	1434	967	914	1037	936	1516
APH1AL	415	364	257	369	302	414
API5	1514	1894	1732	1700	2031	1479
APIP	629	650	444	722	658	559
APLF	507	589	525	540	728	458
APLN	474	225	249	374	299	507
APLNR	516	296	369	563	600	422
APLP2	13615	13585	16238	18584	16041	17390
APMAP	1770	1395	1460	1837	1719	1563
APOA1	224359	175958	154247	331011	199418	125770
APOA1BP	1874	1271	1361	1545	1458	1866
APOA2	0	10	21	1	7	10
APOA4	7	8	3	0	2	2
APOA5	198	285	101	179	186	333
APOB	0	3	98	2	4	12
APOBEC2	165	223	234	242	264	276
APOBEC4	4	1	1	2	5	3
APOC3	7	6	13	35	10	8
APOD	85	13	82	58	31	21
APOF	11	11	11	30	31	11
APOH	230	432	212	229	218	309
APOLD1	374	428	421	400	555	381
APOO	440	441	362	355	390	493
APOOL	492	634	710	610	900	505
APOPT1	688	538	465	590	499	536
APOV1	14	35	310	8	8	51
APP	10048	9852	10680	13643	11811	10557
APPBP2	1164	1430	1159	1094	1257	1393
APPL1	346	645	719	439	754	479
APPL2	577	395	490	505	481	528
APRT	877	721	481	743	682	932
APTX	248	197	305	256	249	366
AQP1	4808	4053	5315	3928	5589	3510
AQP10	10	18	8	2	2	9
AQP11	82	62	39	47	28	72
AQP12A	9	2	9	31	5	2
AQP2	4	1	0	0	8	1
AQP3	736	680	523	540	440	730
AQP4	11	29	14	8	79	28
AQP5	51	16	42	10	4	37
AQP7	0	2	3	4	2	1
AQP8	0	0	0	0	0	0
AQP9	107	118	149	88	164	83
AQR	546	816	754	748	878	715
AR	3689	3978	3625	3698	3838	5283
ARAP2	230	317	283	334	391	356
ARAP3	1079	1373	1617	2529	2403	1224
ARC	60	30	29	31	89	26
ARCN1	4957	5562	4606	6112	4772	7637
AREG	706	685	309	427	554	849
AREL1	888	1274	1101	1415	1362	1686
ARF1	8823	6904	6482	7591	6780	8168
ARF3	1449	1041	1098	1358	1069	1506
ARF4	4168	3408	3004	3448	3278	3554
ARF5	431	271	217	242	290	331
ARF6	1090	1032	780	1155	897	1479
ARFGAP1	2026	2318	2017	1828	1945	2691
ARFGAP2	2047	2471	1884	2258	2233	3299
ARFGAP3	932	780	698	941	969	696
ARFGEF1	1472	2005	1619	1859	1909	2299
ARFGEF2	1067	1677	1705	1595	1808	1884
ARFGEF3	206	390	660	524	661	828
ARFIP1	819	1001	1071	873	1147	737
ARFIP2	2020	1804	1408	1973	1350	2717
ARFRP1	1242	1027	743	901	903	1441
ARG2	1701	2273	1216	2039	1481	2962
ARGLU1	996	1007	1057	1019	1420	864
ARHGAP1	2636	3735	4072	4764	4343	4092
ARHGAP10	493	566	686	504	770	390
ARHGAP11B	538	822	464	605	656	788
ARHGAP12	577	776	743	678	823	774
ARHGAP15	194	198	245	468	482	175
ARHGAP17	2229	3092	2247	2727	3051	3089
ARHGAP18	788	989	1000	922	1243	918
ARHGAP19	405	416	354	596	476	691
ARHGAP20	120	131	188	241	229	176
ARHGAP20B	1283	2279	1782	1448	3126	2022
ARHGAP21	968	1375	1898	1414	1967	1273
ARHGAP22	295	347	222	268	302	467
ARHGAP23	250	237	240	233	352	264
ARHGAP24	684	521	758	702	670	726
ARHGAP25	380	445	286	664	649	441
ARHGAP26	939	1058	891	1299	1170	1165
ARHGAP27	452	427	310	918	609	388
ARHGAP28	1180	1559	2136	2029	2117	1408
ARHGAP29	835	1321	1082	1171	1264	1370
ARHGAP31	626	1704	1943	1769	2409	1363
ARHGAP33	556	766	751	1031	907	1292
ARHGAP35	2583	3709	3284	4169	3406	4252
ARHGAP36	1098	1371	867	1214	1166	1581
ARHGAP39	89	154	154	210	325	226
ARHGAP39L	1366	1938	1780	1831	2424	2145
ARHGAP40	545	785	761	778	879	873
ARHGAP42	432	823	1007	638	883	592
ARHGAP44	474	531	427	459	269	662
ARHGAP45	777	1084	943	2985	1934	1006
ARHGAP5	616	1076	1159	978	1224	832
ARHGAP6	413	543	694	447	684	489
ARHGAP8	354	310	259	246	346	320
ARHGDIA	7158	6139	5577	7850	6961	7815
ARHGDIB	3712	3351	2785	5109	4479	4008
ARHGDIG	2265	1203	987	1282	918	2814
ARHGEF1	62	100	51	78	102	151
ARHGEF10	615	1070	896	778	1069	1069
ARHGEF10L	2020	2881	1876	2862	2515	3265
ARHGEF11	1976	2117	1818	2272	2087	2271
ARHGEF12	3721	5869	5742	6202	6122	6062
ARHGEF16	541	506	269	431	451	573
ARHGEF17	2428	2612	2309	2603	2805	2373
ARHGEF18	1509	2019	1476	1834	2084	2426
ARHGEF2	886	1200	1024	1950	1315	955
ARHGEF26	486	655	834	667	881	789
ARHGEF28	493	1083	1298	662	1138	527
ARHGEF3	425	669	639	853	915	485
ARHGEF33	3	19	12	11	11	2
ARHGEF37	475	499	400	380	344	616
ARHGEF38	9	9	15	4	8	5
ARHGEF39	229	281	292	244	158	309
ARHGEF4	757	1079	850	778	980	1148
ARHGEF5	192	241	214	170	163	489
ARHGEF6	1116	1487	1618	2206	2322	1475
ARHGEF7	519	750	656	630	896	728
ARHGEF7L	26	51	30	92	95	52
ARHGEF9	380	556	860	838	902	522
ARID1A	1116	1844	1882	2367	2427	2040
ARID1B	867	1614	1560	1990	1689	1551
ARID2	355	684	752	749	939	650
ARID3A	576	861	548	1451	731	877
ARID3B	423	690	673	599	545	1092
ARID3C	0	9	17	4	21	106
ARID4A	583	890	1014	922	1062	748
ARID4B	413	661	672	581	804	398
ARID5A	812	570	524	653	674	629
ARID5B	604	776	842	603	902	569
ARIH1	1613	1447	1371	1515	1433	1848
ARIH2	1193	1094	898	1125	1111	1302
ARL1	1828	1388	1424	1454	1593	1637
ARL10	138	143	107	182	110	193
ARL11	127	106	74	128	92	141
ARL13A	28	41	42	77	26	40
ARL13B	220	250	224	170	261	199
ARL14	4	2	6	3	7	5
ARL14EP	444	433	393	403	516	398
ARL14EPL	0	0	2	0	2	0
ARL15	413	513	614	542	665	401
ARL16	88	92	68	97	107	134
ARL2	312	241	120	173	125	346
ARL2BP	17	37	114	134	102	187
ARL3	1262	1224	1143	1123	1304	1272
ARL4A	1423	1321	1773	1305	1974	1196
ARL4C	1593	955	951	1494	1073	1250
ARL5A	1765	2048	2267	2036	2538	2369
ARL5B	602	605	578	469	685	556
ARL6	203	179	147	175	156	185
ARL6IP1	3746	2836	2688	3083	3603	3167
ARL6IP4	915	824	753	838	813	844
ARL6IP5	2409	2164	1912	2443	2011	2606
ARL8A	1212	937	878	1222	1206	1125
ARL8B	5636	6179	5809	5130	5012	8105
ARL8BL	594	340	224	171	422	210
ARL9	293	235	204	327	219	316
ARMC1	511	633	598	530	670	535
ARMC10	81	88	92	77	94	105
ARMC2	92	92	64	68	90	150
ARMC3	29	77	24	23	61	60
ARMC4	4	10	11	1	0	1
ARMC6	2034	1708	1219	1693	1349	2345
ARMC7	894	949	548	775	660	1080
ARMC8	708	760	681	665	886	761
ARMC9	532	632	620	547	778	741
ARMH3	1867	1931	1789	2064	1783	2590
ARMH4	5646	8864	4664	5212	6117	12982
ARMT1	467	418	401	385	481	535
ARNT	4013	4442	4056	4770	4730	4889
ARNT2	673	1222	1166	967	1446	1211
ARNTL	472	499	577	366	449	388
ARNTL2	230	230	270	244	281	217
ARPC1A	1	2	2	1	2	1
ARPC1B	2877	1906	1527	4102	2771	1588
ARPC2	5517	3682	3741	5122	4216	4389
ARPC3	1279	857	862	1194	1396	754
ARPC4	3710	2381	2339	3819	2987	3080
ARPC5	5838	4841	4516	6770	5031	4688
ARPC5L	570	480	343	399	342	598
ARPP19	914	957	927	909	940	768
ARPP21	237	428	296	234	673	374
ARR3	8	6	2	1	1	1
ARRDC1	1301	1084	747	1090	970	1505
ARRDC2	1647	1268	1203	1458	1482	1732
ARRDC3	1127	987	1562	809	1393	883
ARRDC4	790	1031	851	799	1031	1275
ARRDC5	1	0	1	0	0	0
ARSA	592	688	690	988	697	696
ARSB	627	560	526	1213	1255	648
ARSG	417	587	574	786	594	688
ARSH	175	178	215	201	206	163
ARSI	778	466	727	1065	1224	868
ARSJ	378	324	494	266	456	306
ARSK	161	200	237	186	222	166
ART1	57	53	85	173	284	66
ART1L1	13	12	10	26	27	10
ART1L2	0	27	4	17	7	8
ART1L3	2	0	0	26	15	3
ART4	13	17	9	12	33	17
ART7B	0	0	1	2	0	3
ART7C	3	0	0	1	0	1
ARTN	78	38	64	58	48	44
ARV1	160	170	173	192	175	177
ARVCF	1374	2430	1798	2123	2657	2760
ARX	1605	1488	1560	1112	1462	1152
AS3MT	769	620	650	839	814	804
ASAH1	3005	3275	3678	3711	3427	3495
ASAH2	3	2	1	0	4	3
ASAP1	479	815	784	883	901	606
ASAP2	392	708	616	537	729	844
ASAP3	1353	1398	1430	1946	1940	1611
ASB1	1205	1528	1401	1554	1728	1576
ASB10	6	0	0	6	2	2
ASB11	2	2	3	2	2	0
ASB12	30	41	37	41	35	62
ASB13	340	365	344	329	366	604
ASB14	16	31	28	22	20	46
ASB15	2	3	0	0	0	1
ASB18	1	5	3	7	2	9
ASB2	60	84	100	189	219	115
ASB3	321	399	316	273	357	374
ASB4	0	0	0	0	1	0
ASB5	135	126	151	158	181	144
ASB6	821	730	715	937	869	993
ASB7	263	354	239	308	433	473
ASB8	955	916	600	1000	733	1180
ASB9	101	86	109	193	168	87
ASCC1	371	307	335	394	353	370
ASCC2	1098	1107	870	1093	1033	1898
ASCC3	725	1009	812	972	1002	1405
ASCL1	26	67	17	28	43	177
ASCL2	31	32	39	42	28	19
ASCL3	14	18	23	11	16	11
ASCL4	10	4	5	10	4	4
ASF1A	831	859	644	719	721	1152
ASH1L	1637	3355	3552	3179	4023	2663
ASH2L	1953	1823	1546	1705	1572	2273
ASIC1	81	161	128	123	192	175
ASIC2	6	7	3	2	11	9
ASIC4	488	411	413	1194	342	540
ASIC5	6	9	3	7	8	3
ASIP	1	4	5	1	3	4
ASL	611	361	206	708	745	289
ASL1	1	4	2	1	8	4
ASMT	3	12	1	7	11	24
ASMTL	725	684	540	678	982	666
ASNS	698	565	517	685	782	593
ASNSD1	1619	1729	1064	1237	1538	1693
ASPA	25	26	25	25	44	9
ASPDH	3	0	0	0	0	0
ASPG	436	427	347	654	636	390
ASPH	1230	1369	1476	1897	1633	1425
ASPHD1	367	269	199	160	201	258
ASPM	223	449	411	551	512	483
ASPSCR1	584	755	625	695	760	894
ASRGL1	281	375	292	269	513	504
ASS1	1782	637	637	3305	2913	773
ASTE1	111	115	107	113	130	104
ASTL	36	48	10	16	70	37
ASTN1	146	186	120	132	192	170
ASTN2	267	228	207	206	183	235
ASXL1	1035	1537	1108	1220	1447	1811
ASXL2	927	1875	2082	2903	2426	1706
ASXL3	176	231	288	198	303	215
ASZ1	155	109	90	81	142	153
ATAD1	1009	982	792	1010	952	1073
ATAD2	754	872	816	976	1036	1112
ATAD2B	425	770	710	736	818	644
ATAD3B	930	863	581	631	574	1180
ATAD5	120	180	131	170	209	150
ATCAY	142	203	169	202	287	253
ATE1	934	1143	996	1052	1351	1210
ATF1	2078	2400	2006	2241	2010	2587
ATF2	399	558	544	765	804	451
ATF3	387	511	468	268	762	370
ATF4	7805	6628	5391	6525	7157	6645
ATF6B	1028	1313	1235	1507	1454	1552
ATF7	1104	1278	1097	1351	980	1759
ATF7IP	943	1394	1381	1485	1445	1307
ATG10	184	155	262	207	173	252
ATG101	2015	1477	1192	1647	1242	2211
ATG12	647	727	509	686	619	744
ATG13	2464	3010	2752	2976	2877	3385
ATG14	194	280	308	324	336	324
ATG16L2	2294	2469	1621	2151	1894	3007
ATG2A	522	832	880	740	1025	763
ATG3	1260	865	769	936	1185	1322
ATG4A	633	576	592	602	722	690
ATG4B	3054	3105	2781	2906	2146	4301
ATG4C	367	381	364	371	401	471
ATG5	585	484	573	514	605	470
ATG7	287	341	445	365	461	347
ATG9A	1998	2246	1682	2238	2009	2938
ATIC	4796	4124	4831	5180	5690	4242
ATL1	1338	1576	1420	1484	1762	1600
ATL2	2364	2597	2353	2088	2867	2906
ATM	303	527	621	564	714	447
ATMIN	778	1206	1209	1318	1622	1179
ATN1	1222	1733	1567	1572	1789	1727
ATOH1	48	37	26	15	24	70
ATOH7	36	31	18	35	19	23
ATOH8	490	387	292	337	395	289
ATOX1	17	13	19	11	10	10
ATP10A	508	1054	1056	1511	1116	950
ATP10B	72	225	49	87	85	164
ATP10D	331	440	619	676	765	300
ATP11A	824	1470	1500	1076	1214	1468
ATP11B	1553	1867	1658	1572	2129	1575
ATP11C	2705	4058	3447	3856	3835	3939
ATP12A	1	1	2	0	3	3
ATP13A1	1500	1904	1678	2157	1941	2283
ATP13A2	1119	1278	1201	2099	1758	1466
ATP13A3	714	1024	1085	1156	1442	988
ATP13A4	15	31	11	12	31	41
ATP13A5	34	24	18	19	19	61
ATP1A1	18606	19815	17497	18980	20377	24276
ATP1B1	2565	2386	2210	2711	2464	2445
ATP1B3	1585	1497	1685	1613	2141	1227
ATP1B4	147	108	144	215	307	77
ATP23	505	466	379	389	429	475
ATP2A2	1717	2170	1994	2159	2567	2214
ATP2A3	1038	1924	1807	4054	2833	1695
ATP2B1	1179	1200	1227	1223	1403	965
ATP2B2	294	491	385	356	470	678
ATP2B4	4038	6102	5940	5512	6288	7231
ATP2C1	1435	1652	1743	1679	1951	1574
ATP2C2	302	731	175	318	406	435
ATP4B	0	0	4	0	0	0
ATP5B	10890	9610	7994	11714	8255	13191
ATP5C1	2989	1890	1900	2071	2410	2196
ATP5D	2623	1362	1400	2339	2425	3044
ATP5E	3561	2041	2515	2801	2562	3056
ATP5F1AW	2872	1965	2296	2857	2703	2359
ATP5F1AZ	7302	4877	4066	6027	4717	8289
ATP5G1	1895	1192	1157	1497	1295	1550
ATP5G2	1528	864	1017	1468	1068	1448
ATP5G3	2687	1677	1502	2074	1750	2135
ATP5H	3348	2104	1990	2519	2269	2694
ATP5I	448	269	354	365	420	331
ATP5J	1196	862	758	913	955	933
ATP5J2	1640	880	848	1140	1101	1100
ATP5L	2096	1453	1290	1730	1388	2707
ATP5O	1251	871	889	996	1013	1222
ATP5PB	4419	3075	2679	3630	3192	3927
ATP5S	136	90	186	168	141	172
ATP5SL	705	483	440	468	444	580
ATP6AP1	3144	2635	2221	2947	2442	2946
ATP6AP1L	80	66	50	67	72	97
ATP6AP2	2356	1981	1824	2254	2078	2213
ATP6V0A1	3638	3479	2617	3094	2993	4931
ATP6V0A2	1572	1360	1182	1118	1337	1605
ATP6V0A4	4	6	0	5	0	0
ATP6V0B	1932	1485	1045	1813	1418	1904
ATP6V0C	3806	3139	2671	3895	3350	3891
ATP6V0D1	2416	2101	1735	2643	2233	3224
ATP6V0D2	82	24	33	73	56	10
ATP6V0E1	2258	1515	1304	2028	1490	2101
ATP6V0E2	522	464	279	420	394	644
ATP6V1A	3356	3091	2511	3499	3068	4520
ATP6V1B2	4703	4345	3356	4481	5020	5446
ATP6V1C1	1452	1223	1011	1094	1328	1260
ATP6V1C2	403	442	528	360	415	343
ATP6V1D	2056	1455	1292	1531	1534	1606
ATP6V1E1	1585	1312	922	1419	1255	1381
ATP6V1G1	2930	2222	1790	1943	2655	2429
ATP6V1G3	5	10	1	1	15	5
ATP6V1H	1008	754	668	894	880	1028
ATP7A	889	1594	1543	1449	1849	2118
ATP7B	49	111	52	96	62	208
ATP8A1	278	609	763	851	1128	424
ATP8A2	2020	3146	2624	2456	2138	4915
ATP8B1	1	4	0	3	7	0
ATP8B2	2632	2867	3028	3791	3106	4022
ATP8B3	43	53	55	151	92	58
ATP8B4	1245	1393	1379	1759	1992	1229
ATP9A	478	763	554	657	841	1203
ATP9B	861	1135	883	882	877	1211
ATPAF1	595	548	471	437	497	688
ATPAF2	615	461	405	539	410	724
ATPIF1	2442	859	1360	1805	1747	1599
ATR	354	490	770	447	603	694
ATRAID	1403	796	890	1190	882	1175
ATRIP	497	454	429	567	578	570
ATRN	5249	7840	8522	13188	10326	8240
ATRNL1	498	755	758	721	1069	847
ATRX	600	1162	1433	1199	1470	746
ATVR1	1829	1595	1676	1752	1859	1543
ATXN1	96	128	78	82	91	140
ATXN10	182	209	215	224	221	248
ATXN1L	1700	2517	2156	2336	2592	2546
ATXN2	1301	1993	1783	1872	2004	2274
ATXN3	1047	870	1114	1081	1217	1078
ATXN7	312	549	469	527	598	456
ATXN7L1	313	430	457	485	648	344
ATXN7L2	169	162	127	165	138	146
AUH	181	184	212	237	273	205
AUP1	2173	1555	1241	1873	1422	2170
AURKAIP1	528	468	397	365	461	510
AURKB	3313	3501	2065	2535	2722	4332
AUTS2	248	285	322	291	391	339
AvBD1	1921	5807	3178	27502	16144	223
AvBD10	0	4	8	0	670	1
AvBD11	0	0	0	0	0	0
AvBD12	15	46	27	17	20	33
AvBD13	1	4	0	1	2	1
AvBD14	13	11	12	8	7	23
AvBD3	20	85	29	338	170	52
AvBD4	65	233	105	1124	554	6
AvBD5	24	69	17	219	204	3
AvBD6	302	1173	494	1717	978	16
AvBD7	1037	4583	1327	13915	10364	120
AvBD8	1	2	1	2	12	0
AvBD9	2	16	29	3	2	5
AVD	855	125	91	9529	2905	273
AVDL	0	0	0	0	0	0
AVEN	298	227	237	323	270	320
AVL9	493	651	571	629	698	757
AVP	5	0	1	4	0	4
AVPI1	298	170	96	165	179	295
AVPR1A	138	192	96	123	93	41
AVPR1B	13	20	3	13	6	37
AVPR2	5	5	7	2	9	5
AVR2	0	0	1	0	0	0
AWAT1	28	17	19	29	26	4
AXDND1	18	12	23	18	20	15
AXIN1	617	691	659	687	739	800
AXIN2	366	674	744	682	646	678
AXL	1562	2287	1842	2311	2248	2635
AZI2	1246	1052	910	1050	1235	926
AZIN1	2596	2040	1905	2251	2836	2162
AZIN2	201	192	223	343	276	269
B2M	40212	32632	28478	82622	50449	24654
B3GALNT1	149	167	204	239	255	147
B3GALNT2	956	1338	1062	1040	1200	1220
B3GALT1	15	25	22	17	41	28
B3GALT2	61	114	100	61	231	61
B3GALT6	339	419	327	367	389	501
B3GAT1	47	60	58	58	121	110
B3GAT1L	1885	2437	1371	1908	2633	3054
B3GAT2	136	51	52	61	129	116
B3GAT3	892	495	528	686	548	880
B3GLCT	405	434	521	545	591	446
B3GNT10	2	1	7	0	0	2
B3GNT2	763	781	588	616	926	812
B3GNT3	6	5	4	17	3	6
B3GNT4	184	160	112	196	144	251
B3GNT5	573	733	577	646	679	796
B3GNT7	1655	1347	1070	940	535	3631
B3GNT9	560	807	827	981	811	529
B3GNTL1	140	177	148	171	213	218
B4GALNT3	181	247	186	159	246	275
B4GALNT4	1419	1233	1127	1057	1081	2975
B4GALT1	434	369	436	589	500	505
B4GALT2	3995	3140	2684	3246	2772	3988
B4GALT3	1457	1159	822	1320	926	1739
B4GALT4	1208	882	841	810	785	1653
B4GALT5	1585	1800	1626	1638	1658	2138
B4GALT6	269	503	478	302	489	465
B4GALT7	1002	666	601	803	597	999
B4GALTL	1337	1333	990	1552	830	3515
B9D1	345	428	397	436	437	531
B9D2	46	52	50	107	91	76
BAALC	13	6	6	25	26	7
BAAT	113	51	41	197	103	84
BABAM1	1601	906	1134	1487	1241	1518
BACE1	2495	3109	2702	2970	2965	3582
BACE2	1301	1647	1958	1363	1441	1774
BACH1	1173	1486	1571	1272	1870	1205
BACH2	11	10	20	4	26	12
BAG1	172	165	118	113	157	100
BAG2	1275	837	703	507	1054	742
BAG3	3917	2967	2476	2253	2635	3477
BAG4	1345	1213	917	1249	942	1546
BAG5	327	404	495	442	620	381
BAHCC1	3099	4250	4274	4738	4866	3452
BAHD1	1494	2067	1566	2137	2142	2230
BAIAP2	688	643	840	933	975	1096
BAIAP2L1	553	412	323	338	364	596
BAIAP2L2	125	110	172	95	33	252
BAK1	1655	1612	1717	2427	1820	2212
BAMBI	1008	999	605	798	621	1209
BANK1	85	173	113	141	173	232
BANP	713	719	545	735	838	896
BAP1	1669	1662	1643	2043	1639	1710
BARD1	916	891	508	732	753	1119
BARHL1	2	3	2	0	0	5
BARHL2	15	14	6	10	2	75
BARX1	26	25	25	41	27	27
BARX2	15	27	15	9	42	19
BASP1	1456	1141	1280	1216	1741	826
BATF	249	211	111	209	230	325
BATF3	73	89	39	132	126	45
BAZ1A	963	1187	1014	1539	1411	1192
BAZ1B	2076	2589	2311	2683	2920	2822
BAZ2A	1809	1753	1508	2147	1923	2187
BAZ2B	303	645	773	566	865	490
BBIP1	521	321	335	296	315	242
BBLN	1255	1140	886	1204	864	1578
BBOF1	19	13	16	12	20	11
BBOX1	323	371	375	280	440	341
BBS10	121	139	125	149	165	222
BBS12	256	497	376	395	521	566
BBS2	783	805	743	836	851	1137
BBS4	758	826	720	744	990	1142
BBS5	585	682	444	497	646	749
BBS7	233	282	302	251	609	388
BBS9	319	473	473	364	486	522
BBX	600	964	1078	1008	1033	807
BCAN	48	5	7	33	38	10
BCAP29	2424	2162	1981	1844	2116	1998
BCAR1	1863	1713	1800	2555	2486	2732
BCAR3	215	243	215	220	201	292
BCAS1	408	466	267	149	791	529
BCAS2	1502	1052	802	1225	968	1488
BCAS3	757	1023	1061	1085	1079	1317
BCAT1	602	739	852	1014	977	707
BCCIP	1289	884	766	934	915	1216
BCDIN3D	684	559	337	432	438	858
BCHE	891	1266	1324	1124	1675	947
BCKDHA	1522	1144	1328	1850	1273	2065
BCKDHB	624	524	656	488	636	743
BCKDK	1899	1657	1210	1971	1646	2254
BCL10	662	606	475	473	600	616
BCL11A	124	222	222	322	252	221
BCL11B	26	49	44	130	111	28
BCL2	594	767	1083	798	1159	492
BCL2A1	96	76	77	163	217	48
BCL2L1	4111	4061	3317	4170	2969	4924
BCL2L10	1089	1171	1064	1022	864	1262
BCL2L11	561	746	721	773	793	746
BCL2L13	2708	3239	2810	2661	2749	4669
BCL2L14	36	56	21	113	97	53
BCL2L15	56	26	30	58	63	13
BCL6	614	892	994	1114	1310	594
BCL7A	164	169	161	181	248	136
BCL7B	1691	1334	1024	1600	1339	1623
BCL9	896	1442	1514	1474	1532	1548
BCL9L	941	1629	1495	1765	1483	1747
BCLAF1	1083	1148	1249	1252	1339	1042
BCO1	247	211	227	421	473	250
BCO2	332	310	186	390	431	268
BCOR	602	852	846	1127	1022	748
BCORL1	1173	1031	966	1475	1228	1283
BCR	910	1332	1751	1638	2033	1402
BCS1L	727	640	466	579	493	982
BDH1A	1510	1152	1308	1368	1607	1416
BDH1B	834	874	667	944	965	1509
BDH2	887	806	1110	1072	982	1197
BDKRB1	92	67	91	86	98	82
BDKRB2	29	25	41	12	30	14
BDNF	405	497	294	301	430	636
BDP1	480	603	691	615	871	467
BEAN1	121	103	210	188	105	107
BECN1	770	786	777	908	799	938
BEGAIN	7	12	5	7	9	4
BEND2	88	173	91	127	110	184
BEND3	371	370	356	293	389	378
BEND4	112	130	184	189	77	132
BEND5	558	536	380	428	663	665
BEND6	160	255	249	169	261	222
BEND7	612	618	559	702	620	715
BEST1	81	228	215	241	231	143
BEST3	0	3	1	3	18	4
BEST4	18	21	18	15	11	32
BET1	234	212	197	292	191	204
BET1L	1136	1321	1168	1457	1424	1715
BF1	20178	14411	22118	29291	29052	22652
BF2	30019	22277	10427	49477	32889	12957
BFAR	529	592	488	643	638	622
BFSP1	107	51	47	110	52	123
BFSP2	11	1	3	5	5	17
BG-like	48	62	14	33	57	95
BG8	134	413	217	103	954	120
BGLAP	127	87	72	125	165	87
BGN	237	126	189	82	380	151
BHLHA15	47	11	16	71	6	20
BHLHA9	19	10	6	19	7	21
BHLHE22	4	16	10	20	17	45
BHLHE23	700	633	350	518	658	900
BHLHE40	2220	1924	1962	2269	1903	2285
BHLHE41	212	187	181	298	160	261
BHMG1	0	2	6	4	5	6
BHMT2	34	31	22	49	66	36
BICC1	2118	3178	3623	2650	3595	3489
BICD1	144	342	217	201	354	264
BICD2	1769	2370	2558	2171	3243	2280
BICDL1	16	35	22	19	44	10
BICRA	450	688	577	696	659	763
BID	1480	1471	901	1715	1669	2187
BIK	63	35	53	72	40	79
BIN1	1619	1867	2312	1972	2469	2187
BIN2	365	414	264	1199	740	215
BIN3	1526	1585	1347	1552	1305	1533
BIRC3	3283	2945	2581	3438	3481	3399
BIRC5	876	706	628	736	498	925
BIRC6	1249	3173	3384	3089	3559	3300
BIRC7	1927	2121	1034	1372	2004	2493
BIRC8	554	668	621	569	654	818
BIVM	759	778	676	678	828	895
BKJ	0	0	0	0	0	0
BLB1	8774	3217	2674	11946	9122	1982
BLB2	2020	2623	3427	9645	9209	3728
BLCAP	3216	2304	2442	2714	2542	3140
BLEC1	277	256	56	303	152	330
BLEC2	2	10	1	18	6	2
BLK	200	99	73	479	205	100
BLM	735	941	522	703	695	1233
BLMH	2446	2064	1826	2216	2393	2674
BLOC1S1	512	423	275	621	480	774
BLOC1S2	183	190	206	150	192	158
BLOC1S3	14	12	39	30	30	13
BLOC1S4	850	611	818	820	840	1012
BLOC1S5	1786	1517	1343	1440	1284	1883
BLOC1S6	546	428	582	562	570	344
BLVRA	145	100	157	562	203	131
BLZF1	854	993	890	858	1011	996
BMERB1	155	202	314	278	217	170
BMF	1304	1881	2309	2302	1717	1735
BMI1	553	749	626	694	778	452
BMP10	0	0	0	0	0	0
BMP15	1565	1229	589	946	858	1976
BMP2	206	185	131	218	209	303
BMP2K	1950	2952	2367	3286	3555	2975
BMP3	27	54	41	44	88	126
BMP4	1068	667	641	848	733	1184
BMP5	201	165	181	213	390	156
BMP6	704	543	514	1406	477	549
BMP7	299	475	451	373	472	385
BMP8A	28	21	10	29	27	23
BMPER	238	349	303	210	341	197
BMPR1A	804	1030	1065	807	1120	934
BMPR1B	198	262	284	236	281	276
BMPR2	1208	2232	2087	1655	1933	1945
BMS1	1034	1226	817	1064	1006	941
BMT2	491	611	525	488	618	592
BMX	6	5	6	6	0	14
BNC1	402	726	541	515	586	684
BNC2	559	1114	1200	870	966	948
BNIP1	437	369	243	303	341	438
BNIP2	1530	1946	1700	1679	1897	1852
BNIP3	1739	1848	1824	1726	1954	2054
BNIP3L	1908	2128	2585	2577	2781	2027
BOC	591	930	918	720	1085	1010
BOD1	413	287	334	358	342	217
BOD1L1	382	779	848	729	921	604
BOK	1247	1140	850	1183	862	1289
BOLA3	451	327	328	347	332	340
BOLL	76	135	78	59	147	136
BOP1	540	791	640	789	601	845
BORA	257	285	201	259	205	396
BORCS5	1300	1425	1005	1412	1277	1945
BORCS6	1223	833	813	1307	1078	902
BORCS7	1446	1497	1090	1415	1140	2194
BORCS8	225	159	166	224	171	251
BPGM	2895	2360	2444	2082	3297	4365
BPHL	101	124	75	84	132	82
BPIFB2	3	1	0	3	0	8
BPIFB3	0	0	0	1	0	1
BPIFB4	8	0	3	3	1	4
BPIFCB	40	31	24	5	18	54
BPIL3	0	0	1	0	0	1
BPNT1	549	396	370	452	421	534
BPTF	478	1024	1222	1274	1365	945
BRAF	309	519	443	580	661	561
BRAP	1219	1206	1147	1565	1255	1743
BRAT1	236	351	284	353	353	351
